Dates;Open;Close;High;Low;Value;Volume
21/3/18 16:00;156,495;156,709;156,77;156,4;7086817,5;45252
21/3/18 16:10;156,72;156,83;156,855;156,64;5426085;34624
21/3/18 16:20;156,83;156,91;156,95;156,78;4717021;30068
21/3/18 16:30;156,905;157,18;157,21;156,86;7809801;49743
21/3/18 16:40;157,19;157,18;157,2;157,11;12334505;78485
21/3/18 16:50;157,18;157,6;157,72;157,18;13343476;84749
21/3/18 17:00;157,61;157,57;157,64;157,48;6917661;43903
21/3/18 17:10;157,56;157,66;157,69;157,51;4887151;31009
21/3/18 17:20;157,68;157,51;157,69;157,51;4261569,5;27036
21/3/18 17:30;157,5;157,538;157,55;157,46;6734800,5;42756
21/3/18 17:40;157,528;157,599;157,6;157,5;4689428;29767
21/3/18 17:50;157,58;157,767;157,77;157,55;5325390,5;33774
21/3/18 18:00;157,77;157,39;157,77;157,39;5407403;34307
21/3/18 18:10;157,37;157,22;157,44;157,19;5494644,5;34920
21/3/18 18:20;157,22;157,28;157,37;157,22;2747093,5;17465
21/3/18 18:30;157,27;157,08;157,34;157,06;4066044;25859
21/3/18 18:40;157,07;157,23;157,243;157,01;9901338;63015
21/3/18 18:50;157,24;157,36;157,4;157,181;7350806;46734
21/3/18 19:00;157,34;157,98;158,2;157,02;30024834;190400
21/3/18 19:10;157,92;157,89;158,1;157,74;8075437;51135
21/3/18 19:20;157,91;157,54;157,914;157,33;5845183,5;37081
21/3/18 19:30;157,56;157,08;157,57;157,06;8255917;52467
21/3/18 19:40;157,105;156,87;157,405;156,82;9183422;58452
21/3/18 19:50;156,869;156,91;156,98;156,51;10245011;65375
21/3/18 20:00;156,87;157,2;157,21;156,79;8436415;53712
21/3/18 20:10;157,2;157,31;157,65;157,04;6935166;44084
21/3/18 20:20;157,318;157,288;157,5;157,2;6880475;43724
21/3/18 20:30;157,31;157,35;157,46;157,14;10934253;69506
